"TOA5","CH_MILFA_EC_01","CR6","25623","CR6.14.4.0","CPU:FDRI_Easy_Flux.CR6","2202","Time_Series"
"TIMESTAMP","Ux","Uy","Uz","T_SONIC","diag_sonic","CO2_mixratio","H2O_mixratio","diag_irga","TA_1_1_1","T_cell","PA_cell","CO2_sig_strgth","H2O_sig_strgth","PA_diff","PA","pump_flow","sampling_regime"
"TS","m s-1","m s-1","m s-1","deg C","adimensional","umolCO2 mol-1","mmolH2O mol-1","adimensional","deg C","deg C","kPa","fraction","fraction","kPa","kPa","L min-1","adimensional"
"","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-01-20 16:00:00.05",-1.293605,1.527186,-0.2715729,9.707134,0,447.833,8.206694,0,8.973907,9.666809,94.61668,0.969821,0.9649429,-5.821465,100.4381,8,1
"2026-01-20 16:00:00.1",-1.265265,1.673141,-0.06934316,9.729276,0,448.0653,8.209681,0,8.995728,9.666809,94.61055,0.9698734,0.964947,-5.826187,100.4367,7.995584,1
"2026-01-20 16:00:00.15",-1.217607,1.591039,-0.0460231,9.725625,0,448.0371,8.20672,0,8.99234,9.666992,94.61277,0.9698272,0.96495,-5.824974,100.4377,7.995119,1
"2026-01-20 16:00:00.2",-1.303065,1.608294,-0.06815431,9.7314,0,448.0337,8.204324,0,8.998352,9.666992,94.6124,0.9698452,0.9649506,-5.825981,100.4384,8.001745,1
"2026-01-20 16:00:00.25",-1.21022,1.57332,-0.05460987,9.714726,0,448.0972,8.202621,0,8.981842,9.668488,94.61432,0.9698515,0.9649391,-5.824493,100.4388,8.005897,1
"2026-01-20 16:00:00.3",-1.404005,1.621821,-0.1679216,9.732737,0,447.7756,8.209254,0,8.999237,9.668488,94.61212,0.9698132,0.9649315,-5.825882,100.438,7.996668,1
"2026-01-20 16:00:00.35",-1.519438,1.622461,-0.2586651,9.73204,0,447.8395,8.209607,0,8.998505,9.667328,94.612,0.9697994,0.9649422,-5.826393,100.4384,7.996223,1
"2026-01-20 16:00:00.4",-1.375485,1.466811,-0.22209,9.73154,0,448.0179,8.204183,0,8.998474,9.667328,94.61073,0.9698049,0.9649372,-5.828537,100.4393,8.004887,1
"2026-01-20 16:00:00.45",-1.27114,1.618432,-0.2296996,9.727169,0,448.0915,8.206294,0,8.993958,9.668243,94.61156,0.9698314,0.9649461,-5.82753,100.4391,8.003723,1
"2026-01-20 16:00:00.5",-1.237835,1.815319,-0.03104031,9.740593,0,448.184,8.203107,0,9.007568,9.668243,94.60818,0.9698535,0.9649274,-5.829163,100.4373,7.994094,1
"2026-01-20 16:00:00.55",-1.257374,1.926377,-0.306762,9.720985,0,447.9923,8.210921,0,8.987366,9.665649,94.60909,0.969829,0.9649418,-5.828926,100.438,8.00574,1
"2026-01-20 16:00:00.6",-1.191019,1.888497,-0.3306379,9.720909,0,448.0521,8.209792,0,8.987366,9.665649,94.61019,0.9698123,0.9649656,-5.827759,100.438,8.002792,1
"2026-01-20 16:00:00.65",-1.14687,1.823967,-0.3486124,9.721233,0,447.9874,8.207317,0,8.987915,9.667267,94.61021,0.9698332,0.9649452,-5.828239,100.4384,7.997983,1
"2026-01-20 16:00:00.7",-1.105939,1.717791,-0.3902737,9.72184,0,448.076,8.203414,0,8.988831,9.667267,94.60809,0.9698327,0.9649218,-5.830307,100.4384,7.997133,1
"2026-01-20 16:00:00.75",-1.368475,1.562887,-0.2783953,9.716179,0,447.933,8.204685,0,8.983093,9.667603,94.60924,0.9698642,0.964936,-5.829704,100.4389,7.997579,1
"2026-01-20 16:00:00.8",-1.274827,1.605696,-0.2469989,9.728024,0,448.0197,8.208678,0,8.994598,9.667603,94.61703,0.9698091,0.9649333,-5.821106,100.4381,7.996255,1
"2026-01-20 16:00:00.85",-1.348369,1.510442,-0.1054993,9.726707,0,448.0039,8.206176,0,8.9935,9.667206,94.61554,0.969814,0.9649383,-5.822525,100.4381,7.999742,1
"2026-01-20 16:00:00.9",-1.412372,1.528538,-0.0791586,9.730604,0,447.9928,8.202129,0,8.997742,9.667206,94.61807,0.969808,0.9649161,-5.819466,100.4375,8.008148,1
"2026-01-20 16:00:00.95",-1.329537,1.602758,-0.1403033,9.728853,0,447.796,8.199201,0,8.996216,9.667053,94.61401,0.969817,0.9649172,-5.824341,100.4384,7.997675,1
"2026-01-20 16:00:01",-1.364366,1.483827,-0.2494799,9.72771,0,447.933,8.204825,0,8.994598,9.667053,94.61279,0.9698315,0.9649628,-5.824783,100.4376,7.997934,1
"2026-01-20 16:00:01.05",-1.483764,1.526436,-0.1449093,9.727022,0,447.8553,8.201595,0,8.994171,9.668427,94.61502,0.9698256,0.9649465,-5.823555,100.4386,7.999031,1
"2026-01-20 16:00:01.1",-1.586907,1.451969,-0.1189126,9.724075,0,448.0741,8.206775,0,8.990845,9.668427,94.61742,0.969844,0.9649763,-5.82016,100.4376,8.000775,1
"2026-01-20 16:00:01.15",-1.483341,1.462289,-0.02202451,9.7216,0,448.0399,8.195889,0,8.989288,9.667236,94.61754,0.969852,0.964932,-5.819832,100.4374,7.994319,1
"2026-01-20 16:00:01.2",-1.345206,1.592056,-0.1942518,9.716805,0,447.9767,8.205026,0,8.983704,9.667236,94.61603,0.9698496,0.964947,-5.822044,100.4381,8.003232,1
"2026-01-20 16:00:01.25",-1.409281,1.624949,-0.2817341,9.712276,0,448.0229,8.206282,0,8.979065,9.668182,94.61298,0.9698391,0.9649503,-5.82505,100.438,8.01009,1
"2026-01-20 16:00:01.3",-1.440786,1.687329,-0.2027047,9.723885,0,448.0881,8.200624,0,8.99118,9.668182,94.61262,0.9698188,0.9649296,-5.826927,100.4395,7.999742,1
"2026-01-20 16:00:01.35",-1.477017,1.817499,-0.2463969,9.720767,0,447.9314,8.206095,0,8.987579,9.666779,94.61965,0.9698155,0.9649402,-5.819107,100.4388,7.996385,1
"2026-01-20 16:00:01.4",-1.475177,1.800563,-0.120643,9.719168,0,447.9202,8.204072,0,8.986145,9.666779,94.61318,0.9698093,0.9649388,-5.824738,100.4379,7.998967,1
"2026-01-20 16:00:01.45",-1.420544,1.754944,-0.2185568,9.723381,0,447.9909,8.208672,0,8.989929,9.668701,94.6114,0.9698268,0.9649454,-5.826996,100.4384,7.993159,1
"2026-01-20 16:00:01.5",-1.298753,1.777076,-0.3296603,9.712311,0,448.0201,8.210529,0,8.97876,9.668701,94.60929,0.9698337,0.9649719,-5.829628,100.4389,8.00349,1
"2026-01-20 16:00:01.55",-1.203992,1.76557,-0.3195137,9.714354,0,448.0364,8.205482,0,8.981201,9.666962,94.605,0.9698504,0.9649295,-5.832809,100.4378,8.007501,1
