"TOA5","CH_MILFA_EC_01","CR6","25623","CR6.14.4.0","CPU:FDRI_Easy_Flux.CR6","2202","Time_Series"
"TIMESTAMP","Ux","Uy","Uz","T_SONIC","diag_sonic","CO2_mixratio","H2O_mixratio","diag_irga","TA_1_1_1","T_cell","PA_cell","CO2_sig_strgth","H2O_sig_strgth","PA_diff","PA","pump_flow","sampling_regime"
"TS","m s-1","m s-1","m s-1","deg C","adimensional","umolCO2 mol-1","mmolH2O mol-1","adimensional","deg C","deg C","kPa","fraction","fraction","kPa","kPa","L min-1","adimensional"
"","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-01-20 15:30:00.05",-1.420467,4.026505,-0.340636,9.689054,0,447.6539,8.154145,0,8.96051,9.781097,94.65045,0.9696997,0.9648017,-5.829781,100.4802,7.995506,1
"2026-01-20 15:30:00.1",-2.057939,3.81845,-0.4887193,9.770502,0,447.7887,8.146608,0,9.04245,9.781097,94.654,0.9696959,0.9648109,-5.827332,100.4813,7.997481,1
"2026-01-20 15:30:00.15",-1.909552,3.367121,-0.6727785,9.704263,0,447.6578,8.140546,0,8.976929,9.782227,94.65816,0.9697246,0.964816,-5.822754,100.4809,7.999613,1
"2026-01-20 15:30:00.2",-1.134722,3.357413,-0.6344769,9.694268,0,447.7465,8.146199,0,8.966461,9.782227,94.65169,0.9696999,0.964814,-5.83007,100.4818,7.996436,1
"2026-01-20 15:30:00.25",-1.233609,3.36483,-0.3095572,9.698798,0,447.6731,8.150069,0,8.970581,9.782166,94.65223,0.9697108,0.9648262,-5.829231,100.4815,8.010382,1
"2026-01-20 15:30:00.3",-1.280583,3.785211,-0.5891318,9.673141,0,447.6618,8.146421,0,8.945343,9.782166,94.65414,0.9696584,0.9647903,-5.827347,100.4815,8.01079,1
"2026-01-20 15:30:00.35",-1.530503,4.229207,-0.3599367,9.816306,0,447.6577,8.140675,0,9.088654,9.781311,94.6498,0.9696629,0.9647831,-5.830383,100.4802,7.995739,1
"2026-01-20 15:30:00.4",-2.378949,4.748353,-0.5259343,9.626857,0,447.6971,8.142801,0,8.899475,9.781311,94.65123,0.9696612,0.9647577,-5.826118,100.4773,8.005042,1
"2026-01-20 15:30:00.45",-1.397599,4.646329,0.1986149,9.686863,0,447.6161,8.138349,0,8.959717,9.781494,94.65215,0.9696691,0.9647774,-5.826691,100.4788,7.998218,1
"2026-01-20 15:30:00.5",-1.191165,4.232122,0.2254613,9.671261,0,447.6943,8.144264,0,8.943665,9.781494,94.64687,0.9696752,0.9648072,-5.83107,100.4779,7.996281,1
"2026-01-20 15:30:00.55",-1.139291,4.272793,0.5123718,9.624578,0,447.5071,8.145061,0,8.897003,9.781464,94.6507,0.9696537,0.9648033,-5.829041,100.4797,7.996513,1
"2026-01-20 15:30:00.6",-0.7532765,3.82276,0.7353922,9.679439,0,447.7016,8.135638,0,8.952606,9.781464,94.64962,0.9697243,0.9648187,-5.830727,100.4803,7.997753,1
"2026-01-20 15:30:00.65",-1.480287,4.335621,1.054733,9.689584,0,447.6794,8.132314,0,8.963013,9.781677,94.64684,0.9697061,0.9647933,-5.834335,100.4812,7.997763,1
"2026-01-20 15:30:00.7",-1.243811,4.371841,0.6673765,9.712846,0,447.5154,8.138391,0,8.985718,9.781677,94.65054,0.969686,0.9648249,-5.829559,100.4801,7.995739,1
"2026-01-20 15:30:00.75",-1.424995,4.429679,0.3991135,9.735584,0,447.4613,8.129612,0,9.009125,9.781891,94.64937,0.9696613,0.964799,-5.832825,100.4822,7.992546,1
"2026-01-20 15:30:00.8",-1.132415,4.349871,0.045612,9.688646,0,447.6896,8.125305,0,8.962708,9.781891,94.64542,0.9697093,0.9647906,-5.839005,100.4844,7.999031,1
"2026-01-20 15:30:00.85",-1.750336,4.325871,0.08526467,9.688069,0,447.6488,8.126292,0,8.962036,9.780487,94.64236,0.9696848,0.9647731,-5.837738,100.4801,8.012034,1
"2026-01-20 15:30:00.9",-1.976913,4.464605,0.1275848,9.696055,0,447.6116,8.124057,0,8.970184,9.780487,94.63956,0.9696959,0.964794,-5.84095,100.4805,8.009703,1
"2026-01-20 15:30:00.95",-1.861567,4.249464,0.09277251,9.70749,0,447.6816,8.128229,0,8.981232,9.781372,94.63919,0.9697011,0.9648139,-5.843269,100.4825,8.000388,1
"2026-01-20 15:30:01",-2.14903,3.966168,0.2573213,9.697342,0,447.7512,8.128387,0,8.9711,9.781372,94.63931,0.9697061,0.9648237,-5.842911,100.4822,7.996126,1
"2026-01-20 15:30:01.05",-2.176856,3.783076,0.1363478,9.690372,0,447.837,8.128125,0,8.964172,9.781281,94.63538,0.9696987,0.9648184,-5.847198,100.4826,7.994835,1
"2026-01-20 15:30:01.1",-2.009969,3.783449,0.2284407,9.670263,0,447.8615,8.126755,0,8.944244,9.781281,94.63412,0.9696909,0.9648018,-5.849701,100.4838,7.999225,1
"2026-01-20 15:30:01.15",-2.872249,4.180262,0.2834253,9.729989,0,447.7172,8.13363,0,9.003204,9.782684,94.63406,0.9697028,0.9648323,-5.846375,100.4804,8.004266,1
"2026-01-20 15:30:01.2",-2.499832,3.423619,-0.7157298,9.654196,0,447.7603,8.122291,0,8.928589,9.782684,94.63506,0.9696892,0.9648244,-5.844734,100.4798,7.999806,1
"2026-01-20 15:30:01.25",-2.09841,3.857183,-0.9163352,9.717901,0,447.7114,8.130489,0,8.991394,9.781311,94.63759,0.9697326,0.9648439,-5.84211,100.4797,7.992901,1
"2026-01-20 15:30:01.3",-2.283063,3.673254,-0.9860039,9.716112,0,447.7137,8.126904,0,8.98999,9.781311,94.63385,0.9697037,0.9648162,-5.844734,100.4786,7.999613,1
"2026-01-20 15:30:01.35",-2.412125,3.596696,-0.9805332,9.707142,0,447.5372,8.128261,0,8.980865,9.781464,94.63281,0.9696898,0.9648094,-5.846573,100.4794,8.004912,1
"2026-01-20 15:30:01.4",-2.274025,4.138233,-1.326468,9.665076,0,447.6539,8.134769,0,8.938354,9.781464,94.62988,0.9696798,0.9648154,-5.850494,100.4804,7.995223,1
"2026-01-20 15:30:01.45",-3.250062,4.033253,0.258522,9.69256,0,447.585,8.131293,0,8.966064,9.782379,94.63054,0.9696791,0.9648153,-5.849609,100.4801,8.002327,1
"2026-01-20 15:30:01.5",-2.842644,4.59298,0.2830308,9.69101,0,447.7491,8.128372,0,8.964752,9.782379,94.62839,0.9696888,0.9648111,-5.852554,100.4809,8.000517,1
"2026-01-20 15:30:01.55",-2.601923,4.912706,0.5959065,9.707524,0,447.8693,8.129875,0,8.98111,9.780884,94.62769,0.9696981,0.9647924,-5.852776,100.4805,8.002714,1
