"TOA5","CH_MILFA_EC_01","CR6","25623","CR6.14.4.0","CPU:FDRI_Easy_Flux.CR6","2202","Time_Series"
"TIMESTAMP","Ux","Uy","Uz","T_SONIC","diag_sonic","CO2_mixratio","H2O_mixratio","diag_irga","TA_1_1_1","T_cell","PA_cell","CO2_sig_strgth","H2O_sig_strgth","PA_diff","PA","pump_flow","sampling_regime"
"TS","m s-1","m s-1","m s-1","deg C","adimensional","umolCO2 mol-1","mmolH2O mol-1","adimensional","deg C","deg C","kPa","fraction","fraction","kPa","kPa","L min-1","adimensional"
"","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-01-20 14:00:00.05",-0.3512537,2.818038,0.449654,10.14204,0,447.4136,7.797009,0,10.81854,10.81854,95.96526,0.9696516,0.964755,-4.638649,100.6039,7.999923,9
"2026-01-20 14:00:00.1",-0.2521125,2.929803,-0.01412516,10.18114,0,447.3635,7.793252,0,10.81772,10.81772,95.96124,0.9696526,0.9647397,-4.644981,100.6062,8.004887,9
"2026-01-20 14:00:00.15",0.05395335,3.215493,-0.3455969,10.15112,0,447.613,7.793909,0,10.81772,10.81772,95.96291,0.9696718,0.964738,-4.641304,100.6042,8.004073,9
"2026-01-20 14:00:00.2",-0.09004153,2.824298,-0.9329404,10.18087,0,447.4181,7.789805,0,10.81772,10.81772,95.96119,0.9696447,0.9647212,-4.642067,100.6033,7.999303,9
"2026-01-20 14:00:00.25",-0.06932756,2.583857,-0.7731473,10.16019,0,447.6017,7.803001,0,10.81772,10.81772,95.95535,0.9696687,0.9647529,-4.646996,100.6023,8.000077,9
"2026-01-20 14:00:00.3",0.3676082,3.034585,-0.2163939,10.12775,0,447.5522,7.792699,0,10.81906,10.81906,95.95818,0.9696474,0.964738,-4.645401,100.6036,7.995352,9
"2026-01-20 14:00:00.35",0.4013246,2.543375,-0.668776,10.18543,0,447.6198,7.798779,0,10.81906,10.81906,95.954,0.9696689,0.9647641,-4.65052,100.6045,7.997211,9
"2026-01-20 14:00:00.4",0.1565729,2.894224,-0.5610332,10.16472,0,447.5938,7.790394,0,10.81851,10.81851,95.95364,0.9696652,0.964727,-4.651543,100.6052,8.0038,9
"2026-01-20 14:00:00.45",-0.2862473,2.501564,-0.6320015,10.19752,0,447.7129,7.796369,0,10.81851,10.81851,95.94955,0.9696884,0.9647515,-4.656624,100.6062,7.998353,9
"2026-01-20 14:00:00.5",-0.5557115,2.577501,-0.6619201,10.11847,0,447.6003,7.793693,0,10.81863,10.81863,95.95168,0.9696664,0.9647682,-4.653374,100.6051,7.99938,9
"2026-01-20 14:00:00.55",-0.2263956,2.317035,-0.6208717,10.14082,0,447.6872,7.79366,0,10.81863,10.81863,95.94757,0.9697012,0.9647493,-4.659752,100.6073,7.99874,9
"2026-01-20 14:00:00.6",-0.4193852,2.43663,-0.5982554,10.15223,0,447.685,7.790719,0,10.81671,10.81671,95.94705,0.9696757,0.9647685,-4.657906,100.605,7.997211,9
"2026-01-20 14:00:00.65",-0.7900824,2.544554,0.002937705,10.10855,0,447.7016,7.780875,0,10.81671,10.81671,95.94612,0.9696916,0.9647539,-4.660141,100.6063,7.998935,9
"2026-01-20 14:00:00.7",-8.975761E-05,2.753716,0.1636385,10.10087,0,447.4893,7.77823,0,10.81882,10.81882,95.94173,0.9696967,0.9647763,-4.665466,100.6072,8.001163,9
"2026-01-20 14:00:00.75",0.3254532,2.789744,0.2248131,10.12733,0,447.5856,7.772757,0,10.81882,10.81882,95.93899,0.9696584,0.9647562,-4.667976,100.607,7.999484,9
"2026-01-20 14:00:00.8",0.2208131,2.368756,0.275136,10.14045,0,447.6368,7.772503,0,10.81714,10.81714,95.94121,0.969666,0.9647676,-4.665718,100.6069,7.999613,9
"2026-01-20 14:00:00.85",0.3186235,2.202276,0.1909349,10.11035,0,447.3143,7.766658,0,10.81714,10.81714,95.93757,0.9696379,0.9647343,-4.669014,100.6066,8.003684,9
"2026-01-20 14:00:00.9",0.649147,1.967645,-0.239274,10.15784,0,447.555,7.764195,0,10.81802,10.81802,95.93701,0.9696914,0.9647523,-4.668991,100.606,8.000969,9
"2026-01-20 14:00:00.95",0.8068594,1.978871,0.0240476,10.1684,0,447.3864,7.760582,0,10.81802,10.81802,95.93788,0.9696665,0.9647555,-4.66745,100.6053,7.996513,9
"2026-01-20 14:00:01",0.6698089,1.8887,-0.1060132,10.1441,0,447.5924,7.767758,0,10.81851,10.81851,95.93509,0.9696687,0.9647514,-4.67028,100.6054,7.998644,9
"2026-01-20 14:00:01.05",0.8238279,1.549039,-0.05431043,10.13981,0,447.5525,7.764359,0,10.81851,10.81851,95.93012,0.9696781,0.9647444,-4.674896,100.605,7.991482,9
"2026-01-20 14:00:01.1",0.03451638,1.443335,0.8761921,10.17007,0,447.5912,7.768946,0,10.81848,10.81848,95.93191,0.9696862,0.9647669,-4.674141,100.606,7.994965,9
"2026-01-20 14:00:01.15",0.1644125,1.507413,0.6681256,10.1842,0,447.4601,7.771881,0,10.81848,10.81848,95.92735,0.9697068,0.9647726,-4.677673,100.605,8.000097,9
"2026-01-20 14:00:01.2",0.1816195,1.581542,0.6051202,10.1538,0,447.3876,7.767916,0,10.81818,10.81818,95.92506,0.9696668,0.964771,-4.681839,100.6069,7.995255,9
"2026-01-20 14:00:01.25",0.3363622,1.460786,0.4453676,10.16321,0,447.5497,7.774302,0,10.81818,10.81818,95.92612,0.9696972,0.9647692,-4.682083,100.6082,7.997869,9
"2026-01-20 14:00:01.3",0.1541896,1.344126,0.4748041,10.17433,0,447.4186,7.77283,0,10.81912,10.81912,95.9222,0.9696679,0.9647348,-4.684906,100.6071,7.999225,9
"2026-01-20 14:00:01.35",0.4558398,1.445528,0.464619,10.13852,0,447.3718,7.78144,0,10.81912,10.81912,95.92102,0.9696823,0.9647713,-4.68293,100.604,7.999806,9
"2026-01-20 14:00:01.4",0.3510733,1.488401,0.1222635,10.156,0,447.3858,7.780137,0,10.81818,10.81818,95.92242,0.9696839,0.9647761,-4.681671,100.6041,7.99632,9
"2026-01-20 14:00:01.45",0.265225,1.466973,0.3264933,10.14327,0,447.3907,7.786931,0,10.81818,10.81818,95.92213,0.9697047,0.9647793,-4.683937,100.6061,7.99816,9
"2026-01-20 14:00:01.5",-0.1009165,1.53085,0.1454318,10.15053,0,447.4395,7.78301,0,10.81821,10.81821,95.92224,0.969691,0.9647483,-4.682625,100.6049,8.000621,9
"2026-01-20 14:00:01.55",-0.3773004,1.478409,0.4638297,10.12916,0,447.5518,7.781771,0,10.81821,10.81821,95.92403,0.9697208,0.964778,-4.682114,100.6061,7.999031,9
