TIMESTAMP_1,Ta_1_1_1,RH_1_1_1,Pa_1_1_1,SHF_1_1_1,SHF_2_1_1,Rn_1_1_1,SWin_1_1_1
yyyy-mm-dd HH:MM,C,%,kPa,W m-2,W m-2,W m-2,W m-2
2014-11-05 12:30:00,6.503,76.18,-9999,10.10544,2.26121,119.59,270
2014-11-05 13:00:00,6.131,71.1,-9999,10.41839,2.67129,68.24,186.2
2014-11-05 13:30:00,6.272,75.56,94.5,7.35432,3.00652,91.55,208.7
2014-11-05 14:00:00,7.214,72.78,94.5,2.63898,3.14826,207.16,327
2014-11-05 14:30:00,6.837,74.04,94.5,4.92065,3.61476,126.98,257.8
2014-11-05 15:00:00,6.03,76.39,94.5,0.0053,4.28088,-5.2,100.7
2014-11-05 15:30:00,6.175,75.49,94.6,-7.76442,4.07701,7.75,116
2014-11-05 16:00:00,4.441,80.2,94.6,-12.44208,3.21905,-52.125,29.72
2014-11-05 16:30:00,4.714,89.7,94.6,-16.57574,1.87881,-64.793,16.98
2014-11-05 17:00:00,3.901,93.3,94.6,-19.05219,0.3063,-77.824,-1.636
2014-11-05 17:30:00,3.686,94.4,94.6,-21.76486,-1.27855,-60.384,-2.601
2014-11-05 18:00:00,4.133,89.1,94.6,-24.11065,-2.84245,-66.65,-3.293
2014-11-05 18:30:00,3.141,91.1,94.6,-25.79087,-4.23267,-73.777,-3.854
2014-11-05 19:00:00,3.501,92.9,94.6,-27.02103,-5.46509,-66.129,-2.636
2014-11-05 19:30:00,3.271,92.6,94.6,-27.32487,-6.4849,-73.46,-3.67
2014-11-05 20:00:00,3.056,93.8,94.6,-27.86633,-7.34807,-74.1,-3.402
2014-11-05 20:30:00,2.917,94,94.6,-27.94794,-8.08924,-74.723,-3.531
2014-11-05 21:00:00,2.586,94.5,94.6,-27.47114,-8.6592,-73.958,-3.648
2014-11-05 21:30:00,2.66,95.2,94.6,-27.17762,-9.13106,-73.723,-3.043
2014-11-05 22:00:00,2.901,93.9,94.6,-26.97941,-9.56415,-73.467,-3.488
2014-11-05 22:30:00,3.411,91.4,94.6,-26.79352,-9.98884,-72.791,-4.15
2014-11-05 23:00:00,3.509,89.2,94.6,-26.58953,-10.32265,-71.787,-4.457
2014-11-05 23:30:00,3.332,88.7,94.6,-26.1753,-10.57448,-69.114,-4.786
2014-11-06 00:00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2014-11-06 00:30:00,3.108,86.4,94.5,-9999,-9999,-53.748,-4.111
2014-11-06 01:00:00,3.121,87.6,94.5,-9999,-9999,-32.125,-2.518
2014-11-06 01:30:00,3.591,88.2,94.5,-28.81732,-9.83124,-45.931,-2.978
2014-11-06 02:00:00,3.51,90.3,94.5,-27.09063,-9.70637,-52.956,-2.986
2014-11-06 02:30:00,4.019,90.5,94.4,-26.44844,-9.58499,-27.444,-1.699
2014-11-06 03:00:00,4.518,94.8,94.4,-22.86036,-9.42687,-2.079,-0.23
2014-11-06 03:30:00,4.862,94.7,94.3,-17.15346,-9.07496,-3.193,-0.502
2014-11-06 04:00:00,5.084,94.9,94.3,-13.27025,-8.61689,-4.255,-0.507
2014-11-06 04:30:00,5.139,95,94.3,-10.91232,-8.14423,-3.94,-0.436
2014-11-06 05:00:00,5.176,96.1,94.3,-9.62002,-7.67185,-3.38,-0.278
2014-11-06 05:30:00,5.463,93.9,94.2,-8.70796,-7.23763,-7.425,-0.442
2014-11-06 06:00:00,5.43,90.5,94.2,-8.35191,-6.8902,-12.971,-0.722
2014-11-06 06:30:00,5.534,89.7,94.2,-8.84626,-6.65449,-10.315,-0.601
2014-11-06 07:00:00,5.602,91.2,94.2,-8.94518,-6.4981,-12.141,-0.584
2014-11-06 07:30:00,5.765,90,94.1,-8.61785,-6.37888,-7.643,0.937
2014-11-06 08:00:00,5.9,89.9,94.1,-8.07832,-6.22983,0.117,9.34
2014-11-06 08:30:00,6.079,88.6,94.1,-7.13527,-6.04267,12.356,24.49
2014-11-06 09:00:00,6.128,89.1,94.1,-5.78474,-5.80634,22.822,37.26
2014-11-06 09:30:00,6.196,88.1,94.1,-4.41012,-5.49754,20.251,33.39
2014-11-06 10:00:00,6.221,87.8,94,-4.08004,-5.23571,22.849,36.76
2014-11-06 10:30:00,6.382,89.2,94,-3.60687,-5.02626,37.29,53.87
2014-11-06 11:00:00,6.435,91.2,93.9,-2.23101,-4.74788,20.315,31.01
2014-11-06 11:30:00,6.689,91.8,93.9,-1.87131,-4.47178,27.975,40.59
2014-11-06 12:00:00,6.897,91.5,93.9,-0.72837,-4.1766,35.18,49.71
2014-11-06 12:30:00,7.094,91.4,93.8,0.64631,-3.85256,39.59,55.4
2014-11-06 13:00:00,7.445,90.9,93.7,1.85532,-3.49394,52.97,72.39
2014-11-06 13:30:00,7.75,90.4,93.7,3.7015,-3.08333,58.83,80.2
2014-11-06 14:00:00,7.767,92.2,93.6,5.65983,-2.61824,66.09,90.6
2014-11-06 14:30:00,7.707,93.1,93.6,7.14707,-2.12277,22.451,33.05
2014-11-06 15:00:00,7.757,94.2,93.5,5.33188,-1.79988,19.895,28.72
2014-11-06 15:30:00,7.96,95.2,93.5,4.27857,-1.62994,15.031,21.78
2014-11-06 16:00:00,8.1,96,93.4,3.91146,-1.48852,2.745,5.852
2014-11-06 16:30:00,8.2,96.3,93.4,3.46279,-1.3563,-0.178,1.97
2014-11-06 17:00:00,8.28,97.4,93.4,3.25382,-1.24266,-1.314,-0.147
2014-11-06 17:30:00,8.41,98.2,93.3,3.32192,-1.11447,-1.088,-0.298
2014-11-06 18:00:00,8.77,97,93.3,3.62341,-0.97424,-1.521,-0.463
2014-11-06 18:30:00,8.88,96.8,93.3,4.35461,-0.79897,-1.894,-0.574
2014-11-06 19:00:00,8.76,97.5,93.2,4.76474,-0.5829,-1.387,-0.421
2014-11-06 19:30:00,9.06,96.7,93.2,4.75058,-0.42113,-3.423,-0.524
2014-11-06 20:00:00,9.52,93.5,93.1,5.08551,-0.26325,-5.821,-0.997
2014-11-06 20:30:00,9.75,91.4,93,5.49608,-0.04739,-18.989,-1.06
2014-11-06 21:00:00,9.77,91,93,5.32849,0.14755,-11.042,-0.836
2014-11-06 21:30:00,9.78,91.1,92.9,5.30328,0.27055,-16.238,-1.666
2014-11-06 22:00:00,9.67,91.5,92.9,4.90785,0.36365,-9.014,-1.211
2014-11-06 22:30:00,9.63,91.6,92.8,4.83256,0.42189,-9999,-1.109
2014-11-06 23:00:00,9.77,88.7,92.8,4.58115,0.48045,-16.823,-1.086
2014-11-06 23:30:00,9.86,90,92.7,4.02952,0.50087,-9.46,-1.059
2014-11-07 00:00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2014-11-07 00:30:00,9.55,95,92.6,-9999,-9999,-4.787,-0.729
2014-11-07 01:00:00,9.5,96,92.6,-9999,-9999,-3.342,-0.609
2014-11-07 01:30:00,9.49,97.3,92.6,6.21493,1.28007,-1.996,-0.338
2014-11-07 02:00:00,9.46,97.2,92.5,6.95945,1.68552,-5.299,-0.39
2014-11-07 02:30:00,9.3,96.2,92.5,6.32806,1.5515,-4.495,-0.594
2014-11-07 03:00:00,9.01,97,92.5,5.22725,1.40531,-2.718,-0.498
2014-11-07 03:30:00,8.8,97.6,92.4,4.15689,1.24976,-1.991,-0.376
2014-11-07 04:00:00,8.82,99,92.4,3.41284,1.14357,-0.926,-0.123
2014-11-07 04:30:00,8.07,98.9,92.4,3.03104,1.16453,-2.603,-0.464
2014-11-07 05:00:00,7.914,98.3,92.4,1.0954,0.84309,-2.629,-0.389
2014-11-07 05:30:00,7.746,98.3,92.4,-0.64092,0.50203,-1.803,-0.356
2014-11-07 06:00:00,7.79,98.7,92.4,-1.72691,0.18552,-1.531,-0.31
2014-11-07 06:30:00,7.591,98.8,92.4,-2.25745,-0.07867,-0.716,-0.393
2014-11-07 07:00:00,7.408,98.7,92.4,-2.82347,-0.27177,-0.54,-0.569
2014-11-07 07:30:00,7.279,98.7,92.4,-4.07831,-0.4594,0.092,0.018
2014-11-07 08:00:00,7.342,98.9,92.4,-4.7866,-0.66842,2.821,4.087
2014-11-07 08:30:00,7.373,99.2,92.4,-4.45126,-0.90927,3.227,6.863
2014-11-07 09:00:00,6.573,98,92.4,-5.04749,-1.71801,8.536,16.7
2014-11-07 09:30:00,6.383,97.3,92.4,-6.57941,-1.98977,12.701,21.04
2014-11-07 10:00:00,6.2,97.4,92.5,-7.71355,-2.72273,15.919,24.67
2014-11-07 10:30:00,5.151,96.5,92.5,-9.12877,-3.25093,37.23,52.94
2014-11-07 11:00:00,4.575,94.3,92.6,-11.70466,-3.49872,51.45,75.23
2014-11-07 11:30:00,4.843,96.4,92.6,-12.85666,-3.19223,66.85,90.3
2014-11-07 12:00:00,4.991,94.7,92.7,-12.0435,-3.76224,90.48,120.3
2014-11-07 12:30:00,5.521,90.7,92.7,-10.08847,-4.06871,134.91,184.8
2014-11-07 13:00:00,4.813,95,92.8,-7.63446,-3.72535,71.81,96.1
2014-11-07 13:30:00,4.179,95,92.8,-10.15892,-3.97269,69.48,95.7
2014-11-07 14:00:00,4.372,97,92.9,-12.40265,-4.6193,44.25,63.89
2014-11-07 14:30:00,4.765,93.9,92.9,-12.87154,-4.9142,61,106.7
2014-11-07 15:00:00,5.473,90.4,92.9,-11.34097,-4.78511,75.11,126.6
2014-11-07 15:30:00,5.718,91.1,92.9,-8.32484,-4.39615,45.62,71.8
2014-11-07 16:00:00,5.196,96.6,93,-7.65619,-4.0011,11.022,22.14
2014-11-07 16:30:00,5.372,98,93,-9.8944,-3.96225,-1.101,4.364
2014-11-07 17:00:00,5.47,98.8,93,-11.26481,-4.15463,-3.046,0.39
2014-11-07 17:30:00,5.181,98.7,93.1,-11.93901,-4.60855,-4.47,-0.493
2014-11-07 18:00:00,5.316,98.7,93.1,-14.18052,-6.79599,-1.946,-0.178
2014-11-07 18:30:00,5.361,99.3,93.1,-14.21875,-6.21092,-1.636,-0.168
2014-11-07 19:00:00,5.205,99.2,93.2,-13.83197,-6.66631,-2.601,-0.256
2014-11-07 19:30:00,5.362,99.4,93.2,-14.60167,-7.21011,-1.792,-0.166
2014-11-07 20:00:00,5.223,99.4,93.2,-14.04585,-6.68605,-2.726,-0.235
2014-11-07 20:30:00,5.022,99,93.3,-14.82053,-7.06771,-0.964,-0.236
2014-11-07 21:00:00,5.843,97.7,93.3,-15.36807,-7.17822,-14.244,-0.148
2014-11-07 21:30:00,5.941,93.8,93.3,-13.95383,-6.60317,-15.008,-0.696
2014-11-07 22:00:00,5.837,91.9,93.4,-13.69024,-6.17947,-37.652,-1.313
2014-11-07 22:30:00,5.781,90.7,93.4,-14.90165,-6.05218,-19.014,-1.57
2014-11-07 23:00:00,4.979,92.3,93.4,-16.90941,-6.53839,-10.15,-1.396
2014-11-07 23:30:00,4.121,97.4,93.4,-19.56463,-10.28761,-2.881,-0.364
2014-11-08 00:00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2014-11-08 00:30:00,4.561,97.7,93.5,-9999,-9999,-5.129,-0.465
2014-11-08 01:00:00,4.643,98.9,93.5,-9999,-9999,-8.001,-0.374
2014-11-08 01:30:00,4.214,96.7,93.5,-17.67488,-9.55339,-38.905,-1.891
2014-11-08 02:00:00,3.733,95.6,93.5,-20.05033,-8.91122,-44.787,-2.116
2014-11-08 02:30:00,4.03,96,93.5,-22.2301,-8.79011,-11.801,-0.587
2014-11-08 03:00:00,4.286,95.6,93.5,-20.33871,-8.6871,-12.63,-0.574
2014-11-08 03:30:00,4.406,95.9,93.5,-18.55653,-8.51197,-17.77,-0.842
2014-11-08 04:00:00,4.089,95.1,93.5,-18.328,-8.35087,-67.234,-2.985
2014-11-08 04:30:00,4.249,97.1,93.5,-20.9533,-8.41764,-50.403,-2.096
2014-11-08 05:00:00,4.586,97.7,93.5,-21.03562,-8.60011,-8.893,-0.51
2014-11-08 05:30:00,4.993,98.1,93.4,-17.67891,-8.50215,-6.997,-0.434
2014-11-08 06:00:00,5.648,96.4,93.4,-14.47337,-8.14002,-4.596,-0.491
2014-11-08 06:30:00,5.942,95.8,93.4,-11.5849,-7.68157,-5.318,-0.756
2014-11-08 07:00:00,6.118,93.9,93.4,-9.57129,-7.18416,-11.622,-0.937
2014-11-08 07:30:00,6.142,94,93.3,-8.81358,-6.72896,-12.793,0.041
2014-11-08 08:00:00,6.16,94.9,93.3,-8.50895,-6.34024,-2.407,4.097
2014-11-08 08:30:00,6.086,96.4,93.3,-7.47737,-5.98379,0.212,5.227
2014-11-08 09:00:00,6.018,97.7,93.3,-6.53116,-5.6781,5.698,10.55
2014-11-08 09:30:00,6.214,98,93.2,-5.61201,-5.40862,13.298,19.6
2014-11-08 10:00:00,6.72,97.5,93.2,-4.03331,-5.1157,23.667,32.44
2014-11-08 10:30:00,7.254,96.3,93.2,-1.42021,-4.65404,31.701,43.46
2014-11-08 11:00:00,7.807,95,93.1,1.5219,-4.03318,55.54,74.71
2014-11-08 11:30:00,8.12,92.2,93.1,4.65988,-3.2368,35.92,50.91
2014-11-08 12:00:00,8.3,91.5,93.1,5.50758,-2.4816,64.61,89.8
2014-11-08 12:30:00,8.76,89.6,93,8.10007,-1.77145,137.65,194.7
2014-11-08 13:00:00,8.96,87.3,93,13.28125,-0.73176,103.04,153.3
2014-11-08 13:30:00,8.73,84.5,93,13.97312,0.3313,147.48,225
2014-11-08 14:00:00,8.08,86.8,92.9,12.19544,0.93847,51.87,88.7
2014-11-08 14:30:00,7.463,91.5,92.9,7.38422,0.89408,24.684,37.48
2014-11-08 15:00:00,7.399,97.1,92.9,3.24209,0.37436,13.479,19.59
2014-11-08 15:30:00,7.444,98.3,92.9,1.46545,-0.1251,15.265,23.01
2014-11-08 16:00:00,6.909,97.9,93,0.73011,-0.49851,7.6,13.2
2014-11-08 16:30:00,6.115,97.7,93.1,-1.70811,-0.9193,1.608,5.979
2014-11-08 17:00:00,5.689,97.1,93.2,-5.2526,-1.54301,-3.148,0.454
2014-11-08 17:30:00,5.441,97.2,93.2,-8.11496,-2.28408,-4.453,-0.518
2014-11-08 18:00:00,5.234,98.2,93.3,-10.11539,-3.05302,-2.995,-0.408
2014-11-08 18:30:00,5.141,94.8,93.3,-11.37548,-3.81836,-12.805,-0.791
2014-11-08 19:00:00,4.975,92.5,93.4,-13.58076,-4.41489,-34.57,-1.287
2014-11-08 19:30:00,5.219,91.4,93.4,-16.14443,-5.03338,-14.898,-0.516
2014-11-08 20:00:00,4.796,92.8,93.5,-16.73973,-5.49054,-50.101,-2.227
2014-11-08 20:30:00,4.592,94.9,93.5,-18.66329,-5.8408,-32.822,-1.563
2014-11-08 21:00:00,4.129,95.9,93.5,-19.19803,-6.12359,-54.988,-2.866
2014-11-08 21:30:00,4.307,96.6,93.6,-21.31785,-6.45108,-8.786,-0.573
2014-11-08 22:00:00,4.375,96.8,93.6,-19.61561,-6.80997,-10.489,-1.001
2014-11-08 22:30:00,3.995,98.6,93.6,-18.24611,-6.89639,-13.992,-1.109
2014-11-08 23:00:00,3.997,97.1,93.6,-18.18875,-6.98792,-3.681,-0.587
2014-11-08 23:30:00,3.965,97.3,93.6,-17.69859,-7.20404,-14.794,-1.553
2014-11-09 00:00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2014-11-09 00:30:00,3.959,95.3,93.7,-9999,-9999,-19.066,-2.198
2014-11-09 01:00:00,3.816,95.5,93.6,-9999,-9999,-24.983,-2.614
2014-11-09 01:30:00,4.279,96.1,93.6,-22.05338,-7.56838,-10.717,-1.159
2014-11-09 02:00:00,3.998,96.5,93.7,-20.75685,-7.81461,-25.008,-2.91
2014-11-09 02:30:00,3.899,96.8,93.7,-22.08859,-8.01273,-29.865,-3.015
2014-11-09 03:00:00,4.111,96.1,93.7,-23.28991,-8.28018,-19.902,-2.308
2014-11-09 03:30:00,4.205,96.1,93.7,-22.68994,-8.48865,-13.787,-1.587
2014-11-09 04:00:00,4.267,97.5,93.7,-20.67943,-8.64539,-7.475,-0.797
2014-11-09 04:30:00,4.567,96.5,93.7,-17.9987,-8.56335,-11.209,-0.998
2014-11-09 05:00:00,4.925,98,93.7,-16.19652,-8.3698,-3.503,-0.445
2014-11-09 05:30:00,5.07,98.8,93.7,-13.94121,-8.19254,-3.809,-0.513
2014-11-09 06:00:00,4.682,98.9,93.8,-12.5826,-7.79129,-12.575,-1.714
2014-11-09 06:30:00,4.639,98.2,93.8,-14.05614,-7.51279,-14.248,-1.796
2014-11-09 07:00:00,4.336,96.7,93.8,-15.97235,-7.41593,-15.488,-2.147
2014-11-09 07:30:00,4.421,97.4,93.8,-17.23603,-7.49188,-12.055,-0.04
2014-11-09 08:00:00,4.572,98,93.8,-17.12335,-7.54179,10.01,21.8
2014-11-09 08:30:00,5.496,97.6,93.8,-13.85058,-7.49969,63.33,87.6
2014-11-09 09:00:00,5.923,97.9,93.9,-5.97096,-6.94822,103.26,139.2
2014-11-09 09:30:00,5.811,98.7,93.9,1.23148,-5.88717,81.16,111.6
2014-11-09 10:00:00,6.134,98.2,93.9,3.27739,-4.82332,81.66,111.2
2014-11-09 10:30:00,6.46,97.1,93.9,5.27007,-3.97341,97.72,129.7
2014-11-09 11:00:00,6.694,96.8,93.9,7.88394,-3.09409,97.33,127
2014-11-09 11:30:00,6.762,96.4,93.9,9.00851,-2.25087,97.19,127.9
2014-11-09 12:00:00,6.757,97.5,93.9,9.58409,-1.60144,97.16,129.6
2014-11-09 12:30:00,6.8,96.1,93.9,10.51142,-1.0188,83.73,118.5
2014-11-09 13:00:00,6.979,95.6,93.9,10.19065,-0.51808,92.23,136.8
2014-11-09 13:30:00,6.945,93.1,93.9,9.68318,-0.1275,71.15,113.2
2014-11-09 14:00:00,6.951,93.2,93.9,8.72044,0.09308,101.18,160.1
2014-11-09 14:30:00,7.191,90.4,93.9,9.09117,0.34171,90.19,148.2
2014-11-09 15:00:00,6.964,89.6,93.9,7.70765,0.55037,47.59,110
2014-11-09 15:30:00,6.471,92.2,93.9,3.61798,0.51149,-8.77,49.03
2014-11-09 16:00:00,5.993,91.8,93.9,-2.30534,0.05014,-9.674,22.25
2014-11-09 16:30:00,5.543,93.1,93.9,-6.35787,-0.6696,-37.307,4.334
2014-11-09 17:00:00,5.322,94.4,93.9,-10.28976,-1.41964,-24.065,-0.326
2014-11-09 17:30:00,5.281,94.2,93.9,-12.15592,-2.14992,-13.359,-1.169
2014-11-09 18:00:00,5.339,94.2,93.9,-12.4687,-2.75657,-29.311,-2.349
2014-11-09 18:30:00,5.223,94.4,93.9,-13.80636,-3.25287,-39.285,-2.362
2014-11-09 19:00:00,5.019,89.1,93.9,-16.55682,-3.79011,-49.278,-3.5
2014-11-09 19:30:00,5.512,86.7,93.9,-19.68686,-4.42815,-17.043,-0.9
2014-11-09 20:00:00,5.551,88.9,93.9,-17.73578,-4.91399,-6.073,-0.213
2014-11-09 20:30:00,5.507,91,93.9,-14.71986,-5.05456,-4.779,-0.32
2014-11-09 21:00:00,5.542,91.9,93.9,-12.66681,-5.02238,-4.841,-1.053
2014-11-09 21:30:00,5.394,92.9,93.9,-11.46892,-4.96312,-6.162,-0.825
2014-11-09 22:00:00,5.435,92.5,93.9,-11.00711,-4.92513,-4.91,-0.495
2014-11-09 22:30:00,5.286,95,93.9,-10.74736,-4.93882,-4.471,-0.478
2014-11-09 23:00:00,5.108,95.4,93.9,-10.69528,-4.95321,-20.367,-1.093
2014-11-09 23:30:00,5.021,95.7,93.9,-11.75296,-5.02816,-4.239,-0.616
2014-11-10 00:00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2014-11-10 00:30:00,5.032,98.8,93.9,-9999,-9999,-5.639,-0.539
2014-11-10 01:00:00,5.069,98.6,93.9,-9999,-9999,-2.264,-0.257
2014-11-10 01:30:00,5.046,99.1,93.9,-10.25491,-5.358,-2.695,-0.289
2014-11-10 02:00:00,4.833,99.1,93.9,-10.20467,-5.34544,-5.046,-0.415
2014-11-10 02:30:00,4.934,99.3,93.9,-10.85559,-5.62074,-2.621,-0.22
2014-11-10 03:00:00,5.218,99.5,93.8,-10.96799,-5.86593,-2.218,-0.182
2014-11-10 03:30:00,5.357,99.5,93.8,-10.14252,-5.67655,-2.083,-0.181
2014-11-10 04:00:00,5.353,99.6,93.8,-9.32326,-5.47961,-2.485,-0.242
2014-11-10 04:30:00,5.104,99.6,93.8,-8.9201,-5.27445,-1.596,-0.209
2014-11-10 05:00:00,4.906,99.7,93.8,-9.14807,-5.15151,-1.582,-0.186
2014-11-10 05:30:00,4.625,99.8,93.8,-9.65877,-5.13643,-9999,-0.196
2014-11-10 06:00:00,4.583,99.8,93.8,-10.30388,-5.174,-1.813,-0.152
2014-11-10 06:30:00,4.608,99.9,93.8,-10.64824,-5.23561,-2.221,-0.18
2014-11-10 07:00:00,4.659,99.9,93.8,-10.78535,-5.2773,-1.82,-0.152
2014-11-10 07:30:00,4.697,99.9,93.8,-10.72662,-5.29981,-4.188,0.873
2014-11-10 08:00:00,4.751,99.9,93.8,-10.56685,-5.2784,4.834,8.05
2014-11-10 08:30:00,4.925,99.9,93.8,-9.7189,-5.23104,33.02,46.84
2014-11-10 09:00:00,5.148,99.9,93.8,-7.10657,-5.07295,32.44,57.5
2014-11-10 09:30:00,5.264,99.8,93.8,-4.69697,-4.73964,38.79,74.49
2014-11-10 10:00:00,5.404,96.3,93.8,-2.95324,-4.34208,45.4,73.11
2014-11-10 10:30:00,6.167,94.4,93.8,-0.67002,-3.92446,81.08,125.4
2014-11-10 11:00:00,6.472,94.1,93.8,3.4266,-3.30323,54.9,84.4
2014-11-10 11:30:00,6.651,92.8,93.8,4.74531,-2.66359,75.96,109.3
2014-11-10 12:00:00,6.924,93.5,93.7,6.7156,-2.07865,69.31,99.6
2014-11-10 12:30:00,6.928,93.5,93.7,6.58463,-1.54767,114.42,178.9
2014-11-10 13:00:00,7.393,89.3,93.7,8.63509,-1.02545,138.16,235
2014-11-10 13:30:00,7.664,88.1,93.6,10.92433,-0.15477,133.07,203.2
2014-11-10 14:00:00,7.461,89.4,93.6,11.60365,0.6131,30.57,52.17
2014-11-10 14:30:00,7.259,91.4,93.6,6.74777,0.68367,18.075,35.5
2014-11-10 15:00:00,7.046,92.9,93.5,3.03218,0.31411,10.351,29.62
2014-11-10 15:30:00,6.992,94.5,93.5,0.68375,-0.16816,8.968,23.78
2014-11-10 16:00:00,7.067,94.6,93.5,-0.41382,-0.54452,0.024,10.69
2014-11-10 16:30:00,7.178,94.2,93.4,-1.64211,-0.86231,-4.419,2.057
2014-11-10 17:00:00,7.252,92.9,93.4,-2.58385,-1.12267,-9.97,-1.056
2014-11-10 17:30:00,7.199,92.3,93.4,-3.70795,-1.37698,-9.21,-1.384
2014-11-10 18:00:00,7.256,91.5,93.4,-4.60486,-1.70278,-11.078,-1.305
2014-11-10 18:30:00,7.225,93.9,93.3,-5.18317,-1.97514,-7.907,-1.023
2014-11-10 19:00:00,7.337,94.6,93.3,-4.95419,-2.14445,-7.954,-0.963
2014-11-10 19:30:00,7.299,94,93.3,-4.51925,-2.26209,-7.106,-0.957
2014-11-10 20:00:00,7.276,96.3,93.3,-4.36262,-2.39985,-5.168,-0.664
2014-11-10 20:30:00,7.507,96.5,93.2,-3.85208,-2.48081,-3.871,-0.54
2014-11-10 21:00:00,7.665,96.5,93.2,-2.86759,-2.28084,-4.83,-0.611
2014-11-10 21:30:00,7.656,94.1,93.2,-2.11279,-2.04688,-9.986,-1.062
2014-11-10 22:00:00,7.495,94.1,93.2,-2.49772,-1.919,-5.625,-0.938
2014-11-10 22:30:00,7.5,96,93.2,-2.86572,-1.94149,-2.977,-0.679
2014-11-10 23:00:00,7.691,97.2,93.1,-2.45022,-1.93304,-2.292,-0.526
2014-11-10 23:30:00,7.949,97.2,93.2,-1.49829,-1.85964,-2.377,-0.467
2014-11-11 00:00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2014-11-11 00:30:00,8.42,95.7,93.2,-9999,-9999,-4.462,-0.863
2014-11-11 01:00:00,8.23,97.9,93.1,-9999,-9999,-2.955,-0.498
2014-11-11 01:30:00,8.2,98.4,93.1,1.38117,-0.84859,-1.561,-0.376
2014-11-11 02:00:00,8.25,98.1,93.1,1.45492,-0.68815,-1.351,-0.412
2014-11-11 02:30:00,8.3,97.7,93.1,1.53912,-0.54225,-1.332,-0.471
2014-11-11 03:00:00,8.32,97.7,93.1,1.59059,-0.41585,-1.251,-0.465
2014-11-11 03:30:00,8.39,98,93.1,1.65261,-0.31586,-1.18,-0.409
2014-11-11 04:00:00,8.3,98.9,93.1,1.81285,-0.21308,-0.741,-0.282
2014-11-11 04:30:00,8.31,99.3,93.1,1.89913,-0.12535,0.046,-0.175
2014-11-11 05:00:00,8.4,99.6,93,2.04431,-0.05524,0.14,-0.153
2014-11-11 05:30:00,8.4,99.6,93,2.29044,0.02762,0.132,-0.185
2014-11-11 06:00:00,8.3,99.7,93,2.37099,0.1245,0.084,-0.147
2014-11-11 06:30:00,8.19,99.7,93,2.19551,0.18037,0.085,-0.145
2014-11-11 07:00:00,8.02,99.8,93,1.83431,0.19154,-0.814,-0.145
2014-11-11 07:30:00,7.923,99.8,93,1.32251,0.16664,-0.86,0.05
2014-11-11 08:00:00,7.9,99.9,93,0.85674,0.10888,1.076,2.539
2014-11-11 08:30:00,7.83,99.9,93,0.6517,0.04395,5.396,8.05
2014-11-11 09:00:00,7.8,99.9,93,0.66967,-0.00748,5.581,8.71
2014-11-11 09:30:00,7.798,99.9,93,0.55352,-0.03259,5.44,8.33
2014-11-11 10:00:00,7.778,99.9,93,0.43379,-0.07286,12.128,16.65
2014-11-11 10:30:00,7.718,99.9,93,0.79274,-0.06935,19.53,25.71
2014-11-11 11:00:00,7.722,100,92.9,1.43848,-0.02461,19.517,26.08
2014-11-11 11:30:00,7.697,99.9,92.9,1.35758,0.03277,15.757,21.51
2014-11-11 12:00:00,7.639,99.9,92.9,0.96895,0.04145,12.856,17.62
2014-11-11 12:30:00,7.623,99.9,92.9,0.6276,0.01978,18.009,23.48
2014-11-11 13:00:00,7.722,99.9,92.9,0.67056,-0.00199,14.001,18.39
2014-11-11 13:30:00,7.905,99.9,92.9,0.80146,-0.00502,12.671,16.57
2014-11-11 14:00:00,8.19,100,92.8,1.41626,0.02416,20.571,27.02
2014-11-11 14:30:00,8.2,99.9,92.8,2.53282,0.14724,8.767,12.79
2014-11-11 15:00:00,8.28,99.9,92.8,2.50077,0.26956,8.489,11.91
2014-11-11 15:30:00,8.4,99.9,92.8,2.45887,0.34878,9.803,13.51
2014-11-11 16:00:00,8.4,99.9,92.8,2.66467,0.43785,3.609,5.976
2014-11-11 16:30:00,8.42,99.8,92.8,2.39744,0.49867,-0.7,1.525
2014-11-11 17:00:00,8.51,99.1,92.8,1.92012,0.51839,-2.032,-0.11
2014-11-11 17:30:00,8.5,99.2,92.8,1.59136,0.50652,-1.083,-0.201
2014-11-11 18:00:00,8.5,99.6,92.8,1.45614,0.4896,-1.305,-0.189
2014-11-11 18:30:00,8.5,99.5,92.8,1.3788,0.47882,-1.349,-0.219
2014-11-11 19:00:00,8.52,99.3,92.8,1.3582,0.47192,-1.601,-0.244
2014-11-11 19:30:00,8.5,99.1,92.8,1.28299,0.47346,-1.468,-0.256
2014-11-11 20:00:00,8.58,99,92.8,1.13715,0.45933,-1.874,-0.244
2014-11-11 20:30:00,8.6,99,92.8,1.15884,0.4528,-2.052,-0.276
2014-11-11 21:00:00,8.51,99.2,92.7,1.17075,0.45974,-1.856,-0.249
2014-11-11 21:30:00,8.48,99.3,92.7,1.07084,0.4556,-2.66,-0.273
2014-11-11 22:00:00,8.4,99.3,92.7,0.84551,0.43113,-2.357,-0.252
